around_restaurant_No,around_restaurant_average_price,bus_station_No,busline_No,competitor_No,estate_average_price,group,real_estate_No,shopping_mall_No,transportation_subway_No,uid,university_No
283,112.34,3,31,21,52823.668,1,859,0,0,6ef4e89ba6e66ece07fef5a2,5
153,95.403,4,21,20,52012.658,1,904,0,0,3810c8798751dd929d09f7a8,7
23,262.631,5,39,8,51178.444,1,724,0,1,ab3fac27f3d37448b55f1e82,7
42,62.474,5,42,12,52811.642,1,610,0,1,a74481d66360495ff503b853,6
56,70.708,7,49,15,51478.406,1,665,0,1,dffd631c6b761ca539221c9b,8
69,36.499,7,34,15,52728.27,1,784,0,0,526b0ae885ab846641024518,11
48,100.084,5,42,11,51099.072,1,654,0,1,e96b44200eeb3c4082288a0f,8
47,42.354,6,28,9,52264.056,1,744,0,0,93df0dc319ba5432882fb561,10
61,67.105,8,50,17,50915.934,1,753,0,1,85ecefac531d79c05abbbcb6,8
64,36.532,7,34,14,51818.231,1,797,0,0,1592c666a976ea42343a715b,11
60,41.844,8,50,18,50712.063,1,751,0,1,c886e499adc8e552213bf21c,8
79,31.305,9,49,16,52136.616,1,742,0,0,7cbc54eb6f2b928f2efaa736,10
75,34.618,8,47,16,52484.321,1,706,0,1,20b3cc6653110b2ff4e73bb3,9
18,108.0,4,37,9,51761.074,1,636,0,1,8fb2346166bef5da1b11d58a,6
77,31.373,8,44,16,52467.096,1,764,0,0,adb299450e5bfe1836b06c6f,11
11,107.9,5,55,4,53620.636,1,367,0,0,fc76752433c0e3e34e776e68,7
24,147.405,3,30,4,56074.425,1,353,0,0,7233b66966d30b2ad8d89182,6
33,43.582,5,55,5,52073.34,1,526,0,0,edd64ce131736e883fe23167,10
25,143.932,3,30,4,54532.111,1,457,0,0,161a0ed282c2f5495cd4fe21,6
24,147.405,2,9,4,54867.659,1,400,0,0,be5f8b4ebcb22b2ab21e360c,6
25,143.932,3,30,4,55027.455,1,415,0,0,d6ee8724d4daa0f9a9f0cdac,6
24,57.308,3,28,5,53448.25,1,284,0,0,4ce10ce67c938cb8441a323e,7
22,49.583,3,28,3,53908.92,1,276,0,0,031d5e979ce4cc962b11d1b7,6
23,53.385,3,28,3,53448.25,1,281,0,0,d331002ad97cd0f6b6147fd4,6
20,86.701,8,42,4,50948.838,1,391,0,0,8736128aaa6c19c1260bd0b2,3
17,59.115,4,7,2,53668.27,1,433,0,0,8d4177f5c7ce04faf842b2f3,2
21,87.959,7,39,4,51115.324,1,391,0,0,74c933fb8ec06e479f82eab5,1
23,114.708,7,42,4,52532.371,1,459,0,0,319bbb739f3f746681288a1c,1
8,161.4,5,34,1,56439.3,1,442,0,0,75d0881a8b8c4c543a04b14d,6
21,94.019,5,40,4,59518.721,1,380,0,1,4b1b2d53c21ca372774ff1b3,14
35,30.229,7,83,5,62948.815,1,367,0,0,7082494fee9ec76a5cbe86d7,14
37,66.534,7,67,5,59423.74,1,386,0,1,e116be546c49d062c91b9518,14
34,68.795,7,67,5,60148.612,1,381,0,1,09185c56d2bf7e44f1193753,14
38,48.188,8,71,2,65937.157,3,323,0,0,2e253db46d40cb7748cc4a85,14
32,44.93,7,67,5,61828.538,1,394,0,1,32437e872ab5d5fbd7851fea,14
34,102.069,4,21,2,65840.114,3,413,0,0,5ce2637d87cf2748ae31e537,16
25,38.364,2,19,2,66398.48,3,328,0,0,39d43f82c73e3a9fa8059dcf,16
42,42.421,6,31,4,67274.607,3,486,0,0,57638e1a13aaaf982db90889,17
16,38.35,5,14,1,64809.976,3,516,0,0,8d2a65e658fb6fefe856fa40,23
48,41.332,7,35,5,67189.482,3,491,0,0,923ffd004a197aaed82f28b1,16
13,39.25,5,36,4,72726.725,3,498,0,0,7bfa08fc507e3f6625d2bb1b,15
31,108.493,6,33,5,68646.205,3,479,0,0,c2abfa487ee158ac8bdb734a,16
51,42.206,7,30,5,67206.627,3,592,0,0,108b1cea97ec0ab53486f4b7,17
21,46.25,5,44,3,72851.996,3,609,0,0,30787a24f75e6fdc8b36ee4e,11
21,74.893,5,37,3,73001.59,3,587,0,0,72e57fd7b2595bb6f9dc85b0,12
44,63.652,7,54,4,69002.667,3,560,0,0,d52831f9bf9ff4be2efaa774,12
64,43.516,8,80,3,72214.118,3,502,0,1,3dea2aa39bbccdad1c389400,13
27,63.312,6,42,5,72457.573,3,594,0,0,e116be546c48d062c91b951b,11
28,41.912,7,37,4,68783.917,3,593,0,0,945e1bf99ca48d1ead04578f,12
52,27.374,4,33,4,74548.562,3,388,0,0,1a754dd6ba10799c3f9a5e54,5
18,115.375,3,30,3,68811.014,3,433,0,0,f75e33277d77e02986420e54,11
48,43.451,4,31,3,73763.495,3,410,0,0,34e485089322a1fbd8d89135,6
28,31.5,8,56,3,89215.977,2,283,0,1,f9fd60627a0c7c060f0e6bca,4
21,186.4,3,21,3,84916.06,2,341,0,0,691305232f69bc11735e8090,4
44,48.125,7,30,4,82542.976,3,360,0,1,56e88cba8cb7027ca5c756f0,0
54,40.819,7,42,4,82853.651,3,374,0,1,73229fb98373dff12fb17e3a,2
43,35.563,7,42,3,84459.602,2,353,0,1,c621e1ffae5398cecafa5f7f,4
20,38.214,6,44,3,86614.435,2,307,0,0,b7dfb8078997e16b4251c073,4
43,33.237,7,30,2,93137.871,2,194,0,0,3a0a78bd4561e3e363180966,2
44,35.141,7,30,2,91968.419,2,181,0,0,69130523d5e5c211725e8014,5
23,35.235,4,15,7,76552.249,3,77,0,0,60446d99eeefb504223bf2ed,9
45,41.705,3,12,6,87219.636,2,95,0,0,7dc140e1eac3492ab5147f2a,8
45,41.705,3,12,6,87219.636,2,95,0,0,819f6b0e0232f8efc0f1cff2,8
45,41.705,3,12,6,87219.636,2,95,0,0,1f042462cbc47b5ab05c6a26,8
45,41.705,3,12,6,87219.636,2,95,0,0,71dfc8e634d84e797069d346,8
45,41.705,3,12,6,87219.636,2,95,0,0,203b548c965ae9c5990050df,8
42,56.952,8,27,2,72802.006,3,251,0,0,ee9436069578d283e8e582fc,13
22,73.188,6,17,1,64985.096,3,284,0,0,c879fa01976e5353c809f0a3,14
44,55.893,6,24,2,72000.683,3,262,0,0,438a25ece9134cd2c03644ff,14
36,67.364,7,26,1,71077.613,3,246,0,0,060f5e53e119d6ce091cc7f5,12
42,44.897,3,22,9,70815.355,3,391,0,2,3222c856e7da7d9d3ce231c4,15
39,47.111,8,35,15,69817.611,3,317,0,1,e889a74447f096ac8705bf96,15
67,61.381,2,11,9,72544.159,3,263,0,1,167fbfbba3bf9a99740269f6,16
73,81.008,3,16,9,73988.422,3,247,0,1,3f9337d614cfeeaaf7231073,14
50,43.688,7,39,14,68741.632,3,363,0,1,50f7d1468da2fedd73210bb7,16
72,87.115,5,26,10,68446.053,3,406,0,1,2ec143f9af3348ed97ec84d9,13
42,44.897,3,22,10,70901.635,3,389,0,2,9ee392b8edbaed58bbbd6353,15
61,56.089,5,26,15,71704.473,3,313,0,1,b50c5ce66cd830fc601c67ec,15
71,81.582,3,16,9,74196.819,3,247,0,1,fdf611b351fff0194bcc4a91,14
68,56.154,4,25,11,71726.848,3,289,0,1,eb3675036570d10201ec01b7,16
33,52.222,9,47,14,68878.739,3,352,0,1,e52f10960e88f002b05c6aa0,16
76,56.335,6,31,14,72887.369,3,302,0,1,2e00c5ddc3a00305d7851f10,16
68,88.989,5,26,10,68446.053,3,404,0,1,923ffd004ad77aaed92f2873,13
53,42.595,4,29,13,71651.088,3,356,0,1,00586108bb1b99bc47e274ed,16
54,44.5,4,29,12,70315.595,3,378,0,1,f018f5e7408de4722cb908b6,16
41,101.0,8,29,6,67149.997,3,331,0,1,44207646e14d4d72deee8b10,15
44,49.25,7,30,13,68775.864,3,339,0,1,2527be1e3caa5aaa4bfc8db7,15
51,43.576,7,39,14,68542.717,3,371,0,1,ed07c4680919550003294fbf,16
14,69.538,3,21,7,63125.43,1,456,0,1,c7eca12b2ff0222ee115f908,12
28,44.583,3,14,6,63672.578,1,545,0,1,895fedcb7caead4ba2a9348f,9
51,51.714,2,6,6,67829.816,3,447,0,0,6919d54f52ce281a83a12e5d,14
51,51.39,2,6,6,67915.946,3,443,0,0,0523a141fabdc404b33c81f3,14
40,52.838,2,13,4,68173.488,3,367,0,0,15e1e85ebe068cbb5910939b,14
20,58.969,2,11,6,61336.04,1,512,0,1,8ab0dfc4efef400fd9eceda3,9
22,55.194,2,11,6,61336.04,1,523,0,1,f1f5cac51e543f8137b06c95,9
25,63.105,2,13,6,67316.818,3,475,0,0,d82d6697ca78babfd518b710,9
171,62.363,4,28,10,56581.353,1,710,0,1,daadcf349f4892fab9df8f07,9
102,60.831,6,36,9,57600.219,1,719,0,1,435d7aea892eda2c5abbbc63,8
135,62.377,6,36,9,57426.614,1,727,0,1,a99cdf6dad9a341ac3364425,8
121,59.721,6,36,9,57887.085,1,727,0,1,6717c2907066514e9e95de79,8
53,48.203,3,18,6,60739.938,1,633,0,1,060f5e53e100d6ce091cc7e2,10
171,58.348,5,29,9,56154.165,1,713,0,1,faa342b65e4630089d95de8d,8
75,39.752,2,18,8,61212.312,1,554,0,0,51d53c0c19c61f2279b55cb5,12
111,60.359,5,29,9,56388.728,1,715,0,1,6113ef77159a890d8e772767,8
75,39.752,2,18,8,61212.312,1,554,0,0,a5ef680f2165daceb9df8f56,12
72,44.974,3,18,7,61914.821,1,623,0,1,ee19eb77d5a44983c27da2db,12
144,69.643,2,17,12,53314.469,1,722,0,0,682af5dbce57ea7d43afe6cb,8
61,67.432,9,62,9,54471.523,1,800,0,1,5c56edd652f45e43a0d230e7,7
145,69.401,2,17,12,53512.873,1,719,0,0,70141648245149d1601c6798,8
159,70.658,6,43,18,56055.483,1,706,0,1,edd444e3c18ebb3a52e5c5be,8
26,130.397,5,31,8,55834.688,1,759,0,1,d9fc6fd51761875012882427,6
61,91.308,1,9,5,53469.807,1,679,0,0,40ada0d8cb90b060d8d89194,9
63,48.349,7,53,10,55570.565,1,810,0,1,08f1f1f531e9ced389db738f,6
58,41.718,7,50,14,55746.846,1,770,0,1,e93761f6481fb815223bf2d3,6
56,103.452,6,37,12,53937.245,1,746,0,0,75d0881a94fe33543b04b1e3,9
59,37.947,8,59,12,55699.838,1,779,0,1,ce198b809b5945982811d1f5,6
60,48.487,8,59,12,55699.838,1,781,0,1,fa310e32be95d8c097ec843e,6
69,58.621,5,21,10,53906.447,1,712,0,0,a658dc5ff4ab397da2a93430,7
59,63.878,9,62,9,54242.703,1,801,0,1,bba926011c88990e4bfd3f86,7
61,71.125,3,20,12,52443.119,1,852,0,0,14076dee34231aed03294f8c,8
72,51.685,8,59,17,55910.397,1,657,0,1,2c0bd6c57df8d3b343ab9a53,7
29,88.759,7,50,11,56065.123,1,699,0,1,34f68ab0a552a4138f55ec66,7
52,115.282,7,29,14,51417.448,1,845,0,0,69ca17cc1986d4010782c2ae,11
191,56.939,6,58,16,57409.957,1,654,0,0,8879fe38d7a08801400245d4,12
349,58.816,6,41,19,57575.162,1,669,0,1,72aa251301d6005e067ce899,8
278,52.623,7,49,17,57822.722,1,659,0,1,6aea39c8059d1ae5e8f85394,11
52,117.816,6,28,13,51662.785,1,837,0,0,3571f559725f06d8af045741,11
357,58.101,4,30,16,57628.836,1,675,0,1,22e11407b556d1add5b74e03,9
57,73.298,3,20,11,52963.618,1,840,0,0,7fd72311f95a37865dbe86b3,8
225,52.256,7,49,18,57054.972,1,676,0,1,cdef4edf0292a65729d7ab8f,11
225,52.256,7,49,18,57054.972,1,676,0,1,e96b4420e262404083288a94,11
58,73.135,3,20,10,52559.145,1,838,0,0,d84aa10b5a51d8013686f4f0,8
42,83.46,5,44,6,56719.273,1,779,0,1,23b4076e26d4e1304afc8d23,13
358,58.783,4,30,16,57768.909,1,674,0,1,d146b3880cb152c7750269af,9
58,73.135,3,20,10,52559.145,1,838,0,0,9526035c6bf6d2c4a11de942,8
20,59.383,4,16,8,51696.738,1,918,0,0,2848ffd6071e7d1649cc4a9e,11
25,59.087,4,20,6,50566.076,1,849,0,0,5508504d5091ddd2c7f0257a,12
28,79.579,4,16,6,52579.47,1,864,0,0,722f31d49cc1d9e34207c138,12
24,77.667,4,16,7,51528.9,1,942,0,0,8f4ed79a3379d75c2e473323,11
63,65.336,7,31,14,51159.493,1,849,0,0,78bd50f75107585b30870aa3,11
32,76.522,5,17,7,52281.551,1,929,0,1,231169138a0e93e4724b878f,12
49,93.429,7,38,15,51210.137,1,821,0,1,03964bfa5a7aa3f128d7ab3a,9
51,40.244,5,18,14,50980.41,1,880,0,0,c6e0bb343ff3a5f8f11937c6,12
32,77.891,5,31,6,54039.75,1,867,0,1,9da8ca24853e11fd14c8f627,13
28,41.675,6,58,6,45761.0,0,619,0,1,31f9101b68ede1a026e0a0c6,11
32,44.325,6,58,6,45837.095,0,627,0,1,3a0fbba85e0aed589ee3217a,10
32,47.116,5,38,6,52414.745,1,561,0,0,56b23bf291560fc72002204d,11
32,66.876,6,53,6,51236.315,1,841,0,1,c8b5cdeffa57ad1a130daa70,10
29,40.131,5,38,7,52155.209,1,512,0,0,680fb7037f4276858ab98893,11
27,67.501,6,53,6,50834.2,1,867,0,1,178295c309e2201b17b54bd2,11
27,34.158,5,52,5,49150.328,1,855,0,1,982961ae2cb353e197ec8452,11
40,67.804,6,58,7,49502.56,1,759,0,1,119618fc642f8db471210bec,11
23,68.668,7,63,8,51987.292,1,727,0,1,55fa2c0b5bed93341de99990,10
18,52.818,4,20,7,52117.387,1,421,0,0,108b1cea7b3d7eb53586f464,11
8,49.5,1,8,4,42043.795,0,515,0,0,bbb0b5bafc047e5cad04570a,8
33,47.036,3,18,4,45477.75,0,543,0,0,a26c0a4673dce9c78bf15dfb,10
21,100.0,5,8,4,59711.719,1,364,0,0,d219bb1dc74fb292f50e770c,2
15,38.7,3,5,4,59534.806,1,306,0,0,cc788fde76c0d89389fc06ec,2
26,92.281,5,8,5,58262.788,1,374,0,0,691305232f72bc11735e8085,2
21,104.231,5,8,4,59255.485,1,367,0,0,1cea15a9b943fadc06fef5a5,2
82,33.703,6,30,9,61504.334,1,461,0,0,6291367a8411ccfcd0f49eb3,1
38,94.083,4,24,1,66433.686,3,385,0,1,0dc3d82dd982467574e5b6e7,2
48,24.114,6,45,6,62231.108,1,403,0,1,3eb4219977f2a15cc056acab,0
79,32.433,7,34,9,62055.742,1,475,0,0,45181e28c88b0e67f4b91626,1
81,33.703,7,34,9,61504.334,1,463,0,0,6adc3040e0fd9348266e9879,1
48,24.114,6,45,6,62231.108,1,403,0,1,8478e96d62f99389f42310b0,0
42,41.76,8,62,5,58261.222,1,332,0,1,060f5e53e03ed7ce091cc794,5
77,38.351,3,33,11,60136.623,1,446,0,0,a4a455b25a1356c28715418e,1
91,37.666,6,55,8,58100.816,1,390,0,1,04bdf4a385ed3556344aaeb4,3
112,33.368,4,22,10,60982.291,1,439,0,0,161a0ed27b678e495cd4fe4a,2
75,39.802,7,58,7,58168.077,1,362,0,1,aea0ee819532e2733010afee,3
18,68.0,4,8,2,62629.483,1,472,0,0,43c0dcfed7ca570fca1b9531,5
74,47.266,4,8,8,62236.803,1,454,0,0,0c438c2607f1e685a0acc4f4,1
75,42.281,7,58,7,57777.395,1,357,0,1,1af17a3c554b134f4f3a59dd,3
97,37.062,3,33,11,59035.587,1,444,0,0,ed86f109c7b500a451e5c51f,3
13,69.222,5,12,2,63612.339,1,269,0,0,3ebb8050ac0aab156fa3cce2,8
16,79.667,6,26,3,59881.896,1,316,0,1,fbba18ea5eefd6eb1a94c670,9
18,126.923,6,29,3,67513.561,3,410,0,0,8ab0dfc4f10f360fd8eced03,6
25,109.318,4,27,8,73533.384,3,570,0,1,befdb2920baf04f8861541f6,10
26,69.773,5,23,8,72339.53,3,571,0,0,d4034eb36777d8efc13644b7,10
34,123.545,5,27,10,72917.071,3,578,0,0,43b7e8896f3ab37358f6be7e,10
26,69.773,6,28,8,72307.823,3,573,0,0,2ad32cc3a0b5c4969d95de5f,10
41,144.875,5,33,9,73128.425,3,558,0,0,637df60a6567616b40afe672,9
27,55.975,4,17,2,71405.907,3,559,0,0,cc0849a00f9e1749940319d4,8
39,163.652,4,32,9,73016.904,3,562,0,0,0696b8d4a80f7234b8bd63d4,9
39,163.652,4,32,9,73016.904,3,562,0,0,38e48037f565c350373a7167,9
43,148.192,4,32,9,72978.328,3,564,0,0,8a17308192e92026cc06a46c,9
26,76.381,5,20,4,73311.624,3,558,0,0,e208739b89576020c5effbc2,10
79,151.119,13,43,2,76388.804,3,421,0,0,c879fa018d9a2d53c909f00f,6
64,124.439,11,34,2,76144.483,3,406,0,0,2848ffd60b30697149cc4aab,6
161,39.107,6,28,16,76639.304,3,374,0,1,881a28e7bbf2f45ef842b2f5,6
120,65.708,6,25,22,80945.169,3,439,0,1,8e8d813355e04fced13ce3d2,7
445,39.797,7,30,25,80996.932,3,388,0,1,c21db9e5f1abd89a01ff2de5,6
42,45.586,6,30,7,79091.916,3,388,0,1,09aa054f03c8f7332e473307,3
444,40.166,7,31,25,82671.678,3,394,0,1,f9fd60627aa87c060e0e6ba6,6
410,39.559,5,25,25,81666.428,3,410,0,1,1580f3163ae000c377026979,6
120,65.708,6,25,22,80945.169,3,439,0,1,07f3c8b58d9de91e6240a96e,7
112,66.915,6,25,22,80078.923,3,439,0,1,e96b4420e2c3404082288a77,7
212,42.132,7,29,18,76471.998,3,371,0,1,2c0bd6c57dc7d3b342ab9aa6,6
425,40.249,6,26,25,81370.541,3,404,0,1,f3c2373c9770d44bd32dd691,6
307,53.011,6,21,24,83885.541,3,401,0,1,53349ee346b74c77230262e8,6
301,38.898,6,38,21,83164.2,3,426,0,1,b6f48aa96d4ed515f9dc85ab,6
426,41.284,6,28,25,81466.53,3,370,0,1,92b497ba2666e73e2b3a9fe7,6
88,47.792,7,29,13,76708.019,3,361,0,1,606ab0d00710b3330e3ddada,6
9,51.5,8,20,4,77302.643,3,356,0,0,e8f50d34326ef49e86420e4a,6
282,34.306,7,40,21,82956.188,3,439,0,1,43780aa358587b733ce23150,6
329,50.444,6,21,24,83885.541,3,405,0,1,2a7a25ec4a7be47a6c3e1b71,6
383,38.122,7,40,21,83923.392,3,439,0,1,55fa2c0b5dce95341de999ed,6
407,39.859,6,26,25,81370.541,3,410,0,1,7388dffd488973f2d3ff2367,6
343,38.568,7,40,21,83498.731,3,443,0,1,7be35abaeba022a9bca822cd,6
179,42.04,7,29,15,78011.913,3,349,0,1,aa40108b6d2e510cc5effb34,6
238,32.227,7,40,21,82359.868,3,430,0,1,eef1702cc2534cc617948e88,6
301,38.898,6,38,21,83164.2,3,426,0,1,d0b01f2a1b8897e486420eb7,6
376,38.611,5,25,24,81601.213,3,417,0,1,4f0059610d6b9701a6c75625,6
447,39.857,7,30,25,82404.769,3,395,0,1,35a35214ffb48c55eaf85313,6
273,37.991,4,24,21,83763.391,3,400,0,1,0702595423f8f6b69ff7794a,6
13,51.727,3,3,2,71459.922,3,223,0,0,3da907f37e9dff4ab220a890,1
17,67.769,2,2,11,70392.479,3,262,0,0,70fb625eb712bc3a08f5eb4b,4
47,60.77,6,17,11,65125.571,3,278,0,0,0adce3e2d76b377880a00cc6,10
45,286.643,3,23,13,64877.217,3,242,0,1,55fa2c0b5c2d94341ce999d0,8
176,79.155,7,22,10,69430.116,3,390,0,0,669775d035191b42fc0eb0f5,13
233,71.759,5,29,14,63192.921,1,368,0,1,0a46dc0f162ad147306212c6,11
71,110.107,4,20,10,70285.449,3,353,0,1,f02e593dc726555b14b54b68,12
186,51.502,5,22,16,64212.991,3,348,0,1,30c456bc4eed8596714b8774,12
189,51.823,5,22,16,64697.446,3,347,0,1,e82a3de07b4b3e80130daadf,12
72,114.669,4,20,10,70721.253,3,352,0,1,27d26e333f177b02d22dd610,12
180,77.44,7,22,11,69430.116,3,392,0,0,1853bacfd20de7711ef74dd6,13
186,85.778,4,27,10,64576.942,3,350,0,1,e59a8920fe96b57d8b2fb593,10
178,68.251,7,21,13,67485.525,3,380,0,0,48bae7340e1b1ccb54bfff3f,12
101,173.124,5,27,11,68537.832,3,406,0,1,b1c556e86d727915b4265533,12
216,73.036,4,22,10,65739.358,3,346,0,1,fa6a4eeb43cbffe3d2f49e76,10
68,90.921,7,44,11,69109.813,3,332,0,1,1d4892f8a4047abbc27da286,10
178,69.874,7,21,13,67155.493,3,370,0,0,e56bf5e3f03b8d5d0782c267,12
231,76.915,4,22,13,63901.084,1,362,0,1,fa9746e834118712621c67fa,10
174,75.581,7,21,15,68763.054,3,390,0,0,1816533473b2a01dfa2d61aa,12
229,66.681,5,29,14,63286.696,1,366,0,1,8fde79cce4a347a695ca0767,12
70,117.779,4,20,11,69025.349,3,351,0,0,18165334737ea01dfb2d611e,11
177,79.127,7,22,10,69430.116,3,391,0,0,6cfdc2a88441d47a0ab93ac5,13
228,66.874,6,38,14,63286.696,1,369,0,1,e7530574f7199cdef942b2b7,11
51,74.923,6,25,7,67542.615,3,328,0,1,cced88653fb07a8df6c59c6e,10
49,117.879,6,40,6,62686.163,1,328,0,1,6b3f478ebf5dd0723310af64,9
36,62.708,3,17,11,66828.561,3,467,0,0,144e3cc2ff39245143afe62d,12
46,64.712,3,9,13,67311.622,3,490,0,0,01be7d8540e55499c5effb11,12
42,4893.917,5,21,5,62213.455,4,293,0,0,c15dcade579d41362b11d1e4,7
51,84.54,3,9,11,66589.832,3,401,0,0,5b72c159bfe536e2c3364486,13
74,217.57,4,20,8,69334.723,3,415,0,1,31f9101b68a2e1a026e0a003,13
74,191.669,4,20,6,69469.515,3,426,0,1,fa7da3e87ca0077b42d63e3c,13
77,196.519,4,20,8,69217.827,3,417,0,1,f05e3da48e5a2b4cbb17e713,13
43,64.249,3,17,11,66574.82,3,479,0,0,5676328cd49c5b1d15c905c7,12
41,4239.342,4,11,11,66433.673,3,333,0,0,cdef4edf05bba55729d7abf4,11
46,61.212,2,6,10,67008.809,3,441,0,0,a10111ba37c96d23047ce870,13
54,3282.272,2,6,10,65801.572,3,424,0,0,0ce65c2df9478b402c4733a2,12
74,217.57,4,20,8,69244.738,3,416,0,1,e947b0992fa3e10030169bc9,13
39,5559.027,4,11,10,65050.487,3,313,0,0,cb4fd14645accb589c9d6897,10
47,67.488,5,29,9,67873.435,3,368,0,1,ea46c13b4bbb850f9b00500c,11
36,59.527,3,19,4,57840.857,1,554,0,0,881a28e7bcd0f55ef842b29b,9
40,60.583,2,14,10,64156.931,3,448,0,0,12a413f3b1061f4245e27436,12
6,130.6,3,8,2,53204.056,1,790,0,0,65092f02dfe434642fb96d73,8
61,93.96,1,1,5,52920.17,1,657,0,0,2f7a0abc838695e5a11de99f,8
267,65.582,5,23,15,58021.525,1,657,0,0,aaa7ee067fced04f970319f3,7
269,64.559,5,36,18,58940.131,1,681,0,1,c21db9e5e953a09a00ff2dcd,7
113,67.127,3,22,8,53578.225,1,622,0,1,e308284845f199a6b24c4990,6
119,67.327,3,22,8,53675.308,1,619,0,1,4cc18057079a6bb40ab93a6c,6
51,169.145,3,15,5,51476.329,1,575,0,0,ef773a0f21b5b53423022087,7
111,60.744,2,21,7,52869.629,1,626,0,1,da8437a39ff95a51eedfca4a,6
117,63.764,4,15,15,56989.371,1,559,0,0,50f7d1468db0fedd73210ba1,11
108,59.017,4,17,7,57920.165,1,581,0,0,107d8efd3519776e593ac808,11
311,59.276,5,36,15,56561.283,1,644,0,0,6790d835e4638a742b06ce4e,8
110,91.803,6,44,6,57187.268,1,569,0,0,4371803f034f21aaf6c59cfd,11
267,60.863,5,23,15,57296.948,1,637,0,0,fa32d195259704e44557268f,7
237,58.424,3,13,15,56768.895,1,571,0,0,401164db58dcaef29d95de8d,8
125,75.615,2,21,8,54515.368,1,606,0,1,e295408db2a4e324a8175ad0,6
336,64.352,5,23,15,56883.883,1,644,0,0,b1be73419ddcfa949222e0b6,9
108,59.017,4,17,7,57920.165,1,582,0,0,126e37b22c4215593617dc73,11
102,83.499,4,20,6,56984.298,1,577,0,0,05ca7386e6eab4532a02e131,11
78,112.011,10,114,4,56470.414,1,599,0,1,0ce65c2de67cf0402d47335b,10
30,47.942,7,31,3,51499.22,1,726,0,0,55fa2c0b7301eb341ce99934,12
69,99.424,6,30,6,52001.358,1,754,0,0,75d0881a95d732543b04b188,12
88,86.506,5,81,9,50554.769,1,517,0,0,b292b3aa8f71484fbf48428f,10
67,104.311,6,30,5,52084.377,1,755,0,0,34e4850888c4dafbd9d89197,12
111,103.553,4,49,9,52267.923,1,619,0,0,c12afaaf6822103285420e82,12
30,52.957,4,39,4,46402.713,0,617,0,0,d82d6697cbd3bbbfd418b7f5,10
197,49.768,9,116,9,48503.28,1,545,0,1,31f9101b684ce1a027e0a0a1,10
34,59.759,6,46,4,48723.019,1,710,0,0,c21aa966552a53ddb020a846,11
157,93.828,6,91,5,48281.98,0,543,0,1,beabdbf48dadb5817169d3b5,8
25,55.19,6,58,4,48090.928,0,654,0,0,4ea3f2f1866351b3aecb6663,11
29,50.4,6,58,4,48227.67,0,659,0,0,374e2475e42454365e0d026b,11
155,57.965,6,95,8,48170.904,0,627,0,1,9973f6bcc57ed940c9fa5fe3,10
156,42.961,8,84,10,49007.962,1,516,0,1,5d9730ad451e7f117bf7968a,10
88,38.131,3,36,5,41136.183,0,437,0,0,db27ba94231844023913fd09,8
35,43.621,1,11,4,42339.573,0,329,0,0,26db06a60952ec6eb7265569,7
87,37.957,3,36,5,40938.513,0,431,0,0,f7b3eb2304971a9fb2077d99,8
87,37.957,3,36,5,40938.513,0,431,0,0,6fef62ecaf59e5dcca1b9520,8
39,51.24,3,34,4,40204.363,0,260,0,1,576a3356f9d7a0d32b11d1f1,5
80,40.631,2,28,6,41091.673,0,381,0,0,352d9809e7d0c02ec2f1cf9a,8
38,46.292,3,34,3,39874.454,0,249,0,1,fc6de27e50772855deee8bc7,5
10,64.667,4,13,2,49322.262,1,136,0,0,af1ae56bb8238e0b4207c138,2
26,33.562,4,13,2,49728.105,1,116,0,0,b9e5d0b8aa92cfa581a12e0f,2
7,289.857,4,30,1,61060.333,1,191,0,0,c72a78f18f3099bb10293580,2
18,114.889,1,7,1,56930.835,1,176,0,0,1492d74c43bf288edc1e524c,2
26,40.95,6,68,7,56682.889,1,353,0,1,8eb48fa13ec85abff22d83ed,2
12,59.852,5,26,2,57200.776,1,444,0,1,7c5e480b10fd67adacb22a8f,4
8,36.083,1,4,1,49665.395,1,336,0,0,8af25fcfaa9a0efad03ce3e0,4
26,54.722,2,6,5,57183.301,1,551,0,0,495a08b22c012eb8a8175a56,4
20,60.118,3,16,4,59172.721,1,531,0,0,4fc3161a617646b03a13fd14,4
34,48.3,3,9,4,55710.89,1,537,0,0,d6df91c1209f0473f6b916ec,4
18,58.2,4,30,4,58855.198,1,520,0,0,46e86fddbcd41876d03ce393,4
57,47.907,4,50,4,53486.73,1,461,0,0,b278c4176826e4680d3ddaf1,4
55,57.195,3,45,4,52283.533,1,448,0,1,513c9f1e336a10616f3e1bd3,4
48,46.25,2,9,3,53611.129,1,472,0,0,3931a0572346bb7f2806ce3f,4
21,63.778,4,22,3,66917.488,3,545,0,1,87248d96cad567aa2806ce73,9
7,32.8,1,5,3,60335.154,1,570,0,0,2cfd2b0bea3aebd9c6effb22,7
6,40.167,7,48,3,66745.366,3,554,0,0,fa01e9371cdb0653764ff18f,10
13,82.131,5,48,4,61648.597,1,516,0,0,15a93810a0edb0a414c8f664,11
21,40.797,7,53,6,71999.867,3,497,0,1,a7a9c2d1ffceea7489db73d7,9
20,59.357,5,42,5,67295.628,3,549,0,0,3b12761ea042caa6ab059dcd,9
28,56.307,5,42,8,69501.125,3,511,0,0,15e1e85ebead8cbb58109372,9
12,177.4,4,40,4,62218.653,1,552,0,0,b58a338b1bdd7eec0782c28f,10
