around_restaurant_No,around_restaurant_average_price,bus_station_No,busline_No,competitor_No,estate_average_price,group,real_estate_No,shopping_mall_No,transportation_subway_No,uid,university_No
16,33.308,6,35,3,49100.96,1,287,0,0,7524cb4f3312f42d05026fa7,15
20,57.429,10,66,3,50930.7,1,313,0,1,bccd754a5865069c0869d91f,17
57,81.295,6,37,7,53702.472,1,357,0,0,923ffd004a107aaed82f28ae,33
16,190.4,2,35,5,53873.608,1,407,0,0,d6ee8724b365dff9a8f0cdc5,45
29,88.793,3,22,6,55002.256,1,313,0,0,c426e2b2eb480a2d4e2fdf5f,33
57,97.271,6,43,7,52380.014,1,352,0,0,e0dce9502f774f155bf6be66,29
54,72.134,8,55,6,53856.472,1,361,0,0,6ff4f4ccb83edddc3ce23147,33
12,213.778,2,35,7,55193.509,1,381,0,0,4a19d93bc33a24bfc9c3dbe0,46
66,90.682,6,43,8,53888.958,1,349,0,0,7c5e480b109767adacb22ab1,32
27,92.837,3,22,6,55209.237,1,314,0,0,b2a609558a8d158bb8bd6354,33
57,97.271,6,43,5,51830.614,1,334,0,0,c553f93ed3ff8f2a17948e65,27
12,281.167,4,37,6,55645.599,1,336,0,0,92403bba8b936f27f03cbaac,45
21,148.928,4,44,6,55385.573,1,347,0,0,5589b5505189ffc6b9df8fa3,45
48,54.745,5,15,3,62056.909,1,679,0,0,a8159a7a108547776140a995,28
47,55.922,4,9,3,61681.848,1,655,0,0,64ff3be1f83b26a290114cdd,28
13,50.0,4,9,3,60851.509,1,498,0,0,2aa708dc50bba8bf77026906,33
27,39.283,2,9,5,58613.24,1,691,0,0,e2cbd1b64cb18e66fea77834,29
25,42.024,2,9,4,58629.769,1,690,0,0,c8e8f63306f18275ab0dd81d,29
23,41.525,2,9,4,58999.604,1,689,0,0,73c85572424fc27c0bccddaa,30
85,32.727,7,57,7,59478.279,1,779,0,1,b74ec8ebdf29b8936d20b9e0,17
22,70.684,5,41,4,60649.135,1,708,0,0,eef2d52881d222be3ae4a68d,23
41,34.586,6,24,5,58874.524,1,704,0,0,1a314993d17d9fbbc42ba193,29
20,59.333,6,19,4,59028.537,1,732,0,0,53349ee347404f77220262c3,26
14,128.1,6,44,5,61482.371,1,680,0,1,6113ef771566890d8e772753,16
23,49.154,4,17,5,62002.744,1,419,0,1,34f68ab0376d520a8f55ec3b,11
38,58.327,3,9,3,63042.719,1,412,0,1,50f7d146625185dd72210b01,11
38,58.327,3,9,3,63250.819,1,411,0,1,8a6eec91911ee2d82efaa72a,11
19,46.636,4,22,4,59410.36,1,525,0,0,07ce66153be11c34f7e73bac,19
18,47.231,4,22,3,59299.898,1,546,0,0,bd2e5067534b12289de321d7,22
18,46.636,4,22,4,60007.337,1,531,0,0,b2a72b58fe10d1848a36eef9,19
59,35.636,5,16,9,72229.29,3,226,0,0,72e57fd7585d21b6f9dc85ac,8
56,34.803,6,21,6,68309.471,3,279,0,1,bb1d38e469064f540d0a708a,8
57,52.605,9,59,4,61356.672,1,387,0,1,0a6ebe9e0fe5c33db1077d2d,15
68,36.229,4,15,6,70820.919,3,264,0,0,6138b8af1292408bc4f50d6d,8
40,56.129,9,70,4,59303.783,1,389,0,1,0523a141039ebd04b33c8192,15
73,36.57,5,16,8,71997.836,3,254,0,0,74a46099da869c2bcac3db84,8
58,52.605,10,66,5,61405.931,1,366,0,1,56f2f696b79767990ba8d4a7,12
30,48.333,8,54,4,70780.633,3,334,0,0,083a55faa0fd9a60246e98c6,13
10,79.7,10,69,7,61011.808,1,348,0,1,83fcb35ee41997cc9222e04d,12
45,67.869,1,1,8,79830.731,3,150,0,0,cd9d05dd658708af85420e20,8
31,99.191,2,2,6,81386.883,3,137,0,0,829e4fe440d2ed553ee231a7,9
54,76.467,3,3,7,79320.387,3,158,0,0,0523a1410340bd04b23c81c4,8
46,41.579,2,2,9,73939.369,3,145,0,0,27d6e870096d92053d9a5ecf,7
27,43.591,7,41,4,72153.714,3,337,0,0,cac5fc768d38f8ea2db96d9f,13
61,37.727,3,13,9,71962.895,3,186,0,0,3deb142077ad9dc0c056ac34,8
28,49.696,6,31,4,74177.585,3,303,0,0,d9566353a5675c2538221c0d,12
47,63.473,3,8,12,80120.102,3,237,0,1,cc788fde69a5d99388fc0653,8
104,63.46,3,15,26,88826.666,2,185,0,1,0ce65c2df9bd8b402d473318,8
72,66.822,1,3,17,83368.163,3,187,0,0,5c2dc21d838ce21d6fc02c53,9
23,57.4,3,15,11,76968.023,3,377,0,1,cb4fd1464510cb589d9d6863,10
67,58.87,3,8,17,83716.124,3,201,0,0,1202bf6e28590691246e982e,8
49,55.429,5,22,10,73785.842,3,443,0,1,5c2dc21d831ce21d6fc02cc3,9
41,52.552,3,7,14,81992.94,3,183,0,0,8b3f6c7999940e73343a714a,8
35,61.64,1,2,10,78191.022,3,291,0,1,f3c2373c973ad44bd22dd64f,8
29,47.094,4,9,8,78505.16,3,187,0,0,a558eca44407643c2806ce60,8
17,120.222,5,16,13,81004.41,3,297,0,1,b68eb1892aef3a89c61b75f6,10
24,55.5,3,15,11,77031.786,3,372,0,1,af1ae56bb8828e0b4207c15b,10
48,62.86,3,8,12,80024.599,3,246,0,1,2316fd23eba2ba13725e80cd,8
30,48.879,4,9,8,78505.16,3,190,0,0,c5431677385f7478f02d8391,9
23,57.4,3,15,11,76968.023,3,384,0,1,a3f87af1b1d17616085cb3a8,10
23,57.4,3,15,11,76968.023,3,380,0,1,bc2d565d72f264838605bf30,10
29,47.094,4,9,8,78505.16,3,187,0,0,9f25ad8f5441515e734b870e,8
29,47.094,4,9,8,78505.16,3,187,0,0,0b7dd9e7686be50f46e274f8,8
153,73.583,3,13,18,86676.983,2,144,0,1,b38f74b2599ef11c0bf5ebde,9
32,49.885,4,9,8,78505.16,3,187,0,0,700dab15cab37c35d0ff2322,8
67,60.132,4,21,19,83807.905,3,204,0,0,bfdec40b186c26a9e5e965e1,9
132,57.269,3,16,27,82156.996,3,206,0,0,af7d64b3511edc342802e12a,9
67,52.758,4,21,12,84348.984,3,208,0,0,0dc3d82dcef53f7575e5b65a,7
103,64.286,3,15,24,87902.77,2,187,0,1,15ed53ced378744d9322e090,8
85,50.087,4,21,11,76780.113,3,316,0,0,1cea15a9b9e2fadc07fef5ca,8
30,62.5,0,0,11,76565.692,3,345,0,0,55fa2c0bc51c1d2d1ce999c8,9
16,83.333,1,1,6,73821.869,3,411,0,0,f73ad79572d44f681fe99937,10
102,61.323,5,26,23,82318.774,3,210,0,0,29f27a53fc6e7e936b49f382,9
104,64.065,3,15,24,88639.008,2,185,0,1,77b7b01812bf7a962dfaa7ef,8
131,57.198,2,9,23,82288.773,3,194,0,0,912aeff29319791649fd3fe5,8
24,51.5,5,26,7,70855.706,3,387,0,1,ef7a0950681a03a4dbd891b0,6
21,71.846,5,16,8,71529.186,3,396,0,1,178fe3dd7a56d7e7c7f50daf,8
102,60.775,5,26,23,82318.774,3,210,0,0,2fd2beab8754e44b7adbd218,9
101,63.758,4,19,20,87860.053,2,188,0,1,75036835ef28cfb65e0d0269,7
89,43.956,5,28,12,82623.069,3,247,0,0,e85e25273e40e94a95f08c5e,8
121,61.526,4,19,22,86342.38,2,187,0,1,c2b421df836a81004d776e74,8
86,66.514,3,15,23,87902.77,2,186,0,1,be1ea5eff0e585a614948ed2,8
70,46.327,4,19,9,74103.942,3,353,0,1,bc1ecc0e671a080c43e19228,7
145,58.799,2,9,22,83136.303,3,192,0,0,5da9c1a8bec4299490114c04,8
53,49.306,6,32,9,71936.126,3,373,0,1,bfdd3364c922357115a19009,7
65,81.896,1,5,18,82624.912,3,264,0,0,a7c56ee042e234aaa3acc43a,8
131,57.898,2,9,23,82288.773,3,194,0,0,71e87fd20a4913512efaa7d5,8
65,58.354,4,21,20,83605.624,3,201,0,0,a747677d55a97a523586f4fb,9
85,50.087,4,21,11,78044.83,3,313,0,0,12130583963be4196140a9ec,8
142,59.739,2,9,22,82593.207,3,197,0,0,750ec165fa38d6324d3a59be,8
128,56.948,2,9,23,82288.773,3,194,0,0,cb4fd14645a0cb589c9d6893,8
66,47.48,5,30,10,72670.605,3,356,0,1,f696f3c25651c5f21b11d54f,6
98,65.383,4,19,20,87860.053,2,188,0,1,147a6b1e99f56f0dc7f50dca,7
46,86.493,4,31,4,65633.288,3,456,0,2,6ad6c93903af6c12100daa0a,5
127,58.422,4,17,27,76276.387,3,382,0,1,c7eca12b2f27222ee115f951,9
63,78.586,5,28,5,69592.216,3,358,0,2,35debf299b0b505da7da39f3,5
151,59.054,5,25,32,75949.165,3,446,0,1,f1f5cac521f63a8136b06c7b,11
142,59.621,4,22,33,77165.812,3,407,0,1,bb1d38e47ece3a540c0a70c2,11
138,59.835,3,14,30,77436.903,3,378,0,1,89572245a56dbacb5a3ac8f2,11
138,60.615,4,22,35,77679.984,3,461,0,1,00f1c7fb46085e62c056ac2b,11
138,61.488,4,22,35,76796.275,3,494,0,1,5508504d5068ddd2c7f0257d,11
116,58.559,5,23,27,76425.097,3,399,0,1,64ff3be1f87e26a290114c18,9
142,59.621,4,22,31,77165.812,3,402,0,1,cdef4edf042ea45728d7ab6b,11
132,61.32,4,22,35,76796.275,3,514,0,1,6bd6c5297a16484e9e95de31,11
123,61.406,5,23,27,74626.182,3,470,0,1,befe9d6fd86984d09222e07a,8
86,48.269,5,23,25,76110.754,3,389,0,1,73db32a4f956a215b9df8fee,9
149,60.23,4,22,34,77883.501,3,448,0,1,637df60a6566616b40afe66d,11
143,59.758,4,22,34,77488.07,3,443,0,1,7fd72311f98a37865cbe8663,11
125,58.86,5,23,27,76425.097,3,388,0,1,2b3a671bca44bd3121022055,9
140,58.688,3,14,27,76696.773,3,323,0,1,09a55e3ce524c2a2373a7127,11
144,58.83,4,17,27,77070.44,3,332,0,1,4edf9fbf76ac998dcc06a45e,11
80,51.879,4,18,24,75773.0,3,405,0,1,3e3ede8098c98a0988db738d,9
139,59.226,3,14,28,77109.105,3,333,0,1,a5ef680fcc61a7ceb9df8f5a,11
62,87.896,7,38,3,70136.847,3,359,0,1,09185c562a12e620f11937db,5
139,59.657,3,14,28,78116.277,3,340,0,1,49d0f2272d8f8f0b9b00505a,11
79,79.884,4,25,34,70141.957,3,649,0,0,907a91d0fe0c2bb00e3dda6b,7
85,75.836,4,25,28,69324.663,3,662,0,0,593850fbb8a80944de1e52a0,6
71,67.755,3,16,38,74621.54,3,542,0,0,a3e8341c005dfb8c4afd3f75,7
85,76.399,4,25,28,68601.354,3,659,0,0,4472aea2e6fa4cc49fec2b3a,7
76,76.237,4,36,24,67565.858,3,787,0,0,bff8fa7d8f4b7bb9c8213d15,5
77,77.565,4,25,25,67717.921,3,738,0,0,e2fa1ac37e259c72f7eafc66,5
130,62.491,4,22,35,76919.755,3,526,0,1,bb1d38e47e9b3a540c0a700f,11
88,62.543,3,16,39,72218.813,3,608,0,0,beabdbf48da2b5817169d3ac,9
100,66.788,4,36,23,67194.435,3,799,0,1,1ab4cce5dc94059fb35c6af3,5
94,74.955,4,21,40,74290.736,3,589,0,1,e0351b67de5bd18f3904b1c3,9
83,76.232,4,25,24,67469.031,3,687,0,0,d991e1163750864c1e3894f4,6
49,79.463,4,19,38,74090.942,3,526,0,1,6f5570a7d066ed5ceaf85311,7
77,75.667,3,16,34,70141.957,3,643,0,0,c4619647ea869add43ab9a92,7
76,70.817,5,24,37,73848.479,3,518,0,1,4c6d165be3c689dcbb17e7ef,7
26,58.676,9,38,2,67098.953,3,535,0,0,a3f21eeedd0d7e5d2eb17ead,3
84,62.589,3,16,38,72218.813,3,606,0,0,d24e48eb04eb53adafee7a05,7
88,75.621,4,25,28,69324.663,3,663,0,0,befdb29201950ef8861541b8,6
91,74.487,4,21,41,75015.173,3,562,0,1,b856018c2000c855c16c14c2,8
85,73.633,3,21,26,67704.365,3,687,0,0,9f47efb1270cfe7978f79689,6
84,61.298,3,16,37,70725.106,3,621,0,0,da6c40b1760c74acb7147f0c,7
25,40.51,4,21,5,66760.7,3,612,0,0,4ac985e622623ca82102620a,4
98,61.749,3,28,18,65469.508,3,823,0,1,38e48037f52bc350373a71dd,5
87,73.082,4,21,37,74132.929,3,600,0,1,8e5d9dabe6072f399ee321f7,9
74,79.343,4,25,25,67054.118,3,742,0,0,89e4314be81d750bc356ac52,5
41,37.195,4,17,7,69587.414,3,562,0,0,34f68ab0ba81d1138e55ecb7,5
45,50.438,3,16,29,69164.663,3,604,0,0,feb7432c8370f00e0aa8d4b8,6
82,61.41,3,16,38,70725.106,3,616,0,0,64dca41e53aea68f774ff185,7
129,63.714,4,22,35,76289.541,3,554,0,1,1ed0cc82901132221b11d577,10
77,74.528,3,16,35,70831.598,3,632,0,0,5ce2637dab9a5348ae31e568,7
84,77.483,4,25,28,69324.663,3,661,0,0,06d2dffd46a99f8888f15df0,7
84,76.388,4,25,24,67259.624,3,685,0,0,e96b4420e26b404083288a8f,6
44,47.717,3,16,29,69164.663,3,603,0,0,aa12faaa29a161dd8bdb730e,6
84,61.298,3,16,37,70725.106,3,621,0,0,fef3e7f6befa34d7c8213d2e,7
86,68.838,4,25,25,67065.116,3,775,0,0,f73ccaa27f16f072100daa31,5
77,47.272,4,68,9,55203.354,1,952,0,2,4cbc7befee12cc48e912e4a3,4
103,42.926,4,68,10,55007.684,1,968,0,2,66e3ce80e8fa19f6ae080f07,4
82,39.805,6,83,8,57270.149,1,929,0,2,6e474f2e170e18fc26d2bbc2,4
97,61.943,3,28,17,64668.934,3,827,0,2,24c699d6e64c58d61b94c6f1,5
9,107.351,3,6,2,53114.983,1,687,0,0,709ebc1d1696cc5eb4f42fbd,3
102,43.705,4,72,10,55450.873,1,974,0,2,20da0b921213292bc2f1cf57,4
80,47.323,4,68,7,55063.645,1,928,0,2,4b3b1fff3c78f7bc3362122d,4
103,42.926,4,68,10,55007.684,1,969,0,2,3e5d9558de4c54bfc91b9528,4
44,127.675,6,29,7,47106.241,0,580,0,0,34059f975281644d70455bb7,1
40,125.617,8,89,8,47141.564,0,549,0,0,7d0ff1fadc2233e01b94c6cc,1
38,96.957,2,22,4,53478.042,1,1001,0,0,d5f5e172b1feb94bcc06a43a,5
36,87.773,2,22,4,53478.042,1,999,0,0,b1c556e8e503e171b4265526,4
36,87.773,2,22,4,53478.042,1,999,0,0,764672e5eed510b495ec84fa,4
33,129.584,7,66,5,49078.6,1,661,0,0,e960177f2d60bce95cd4feff,2
39,118.629,6,80,8,45882.964,0,530,0,0,07f3c8b578cc7c7a6340a995,1
33,68.041,4,16,11,45241.044,0,432,0,0,91c13f9328e938e320f017b9,0
55,166.414,6,42,8,49427.435,1,367,0,1,37dc21d7f8459ab5ab0dd8f3,1
32,159.322,4,26,9,47798.766,0,529,0,0,ffd6d4039d9b879616b54b93,1
34,68.279,4,16,11,45253.159,0,426,0,0,c16534057bdc8360aa175aac,1
60,158.114,5,30,8,47961.25,0,382,0,1,6e5ab6a863b16e500782c218,1
61,157.175,5,30,8,47915.732,0,372,0,1,fe9eaa09a2342ae335b06c1c,1
25,86.375,4,30,8,45531.125,0,395,0,0,d76ef13d07b0c4589022e055,1
32,116.17,3,18,10,45699.468,0,457,0,0,e85e25272713964a94f08cef,1
49,194.282,6,79,6,48748.079,1,397,0,1,4eb3b5333bfd0f6c43024500,1
52,166.645,2,28,4,52279.974,1,371,0,1,40e8431cb829ec28fa0cad9d,1
48,70.395,2,9,7,54254.889,1,327,0,1,f99a1b62d85ca27114948e8a,1
74,112.765,2,18,7,51256.811,1,323,0,0,b44d682303dd4b3af5eafc26,1
71,115.457,2,18,7,48561.057,1,309,0,0,3720ceab653b6af8bbbd639b,1
75,105.89,2,18,7,51899.6,1,334,0,0,8a0f0a82d357dbf207fef5be,1
48,54.204,2,9,8,56419.031,1,312,0,1,2848ffd600637c1648cc4a5b,1
53,54.759,2,9,4,56088.242,1,319,0,1,6b938db6123bd5e7c056ac24,2
22,130.105,3,59,2,51667.25,1,440,0,1,35debf29f238295da7da3982,1
64,177.734,2,18,6,55636.0,1,285,0,0,7524cb4f268b812d04026f2e,0
50,187.794,2,18,6,58966.762,1,238,0,0,dc2c1b6ffcb808abf119377b,1
9,120.0,2,6,1,50855.5,1,114,0,0,3d5d1624c606aab87269d316,1
9,100.357,4,16,1,55318.147,1,417,0,0,befdb2927ec471f887154149,2
27,43.738,8,59,4,51550.222,1,400,0,1,292d6856a681906a1df74dd2,1
6,64.667,0,0,1,52429.634,1,343,0,0,7aea43b79fac23857d29bdbb,8
4,67.5,6,27,3,55018.959,1,382,0,1,f3c96f535ef2b1d590114c92,14
9,41.857,5,10,6,60713.737,1,397,0,0,de833436799362ea4302456e,15
34,68.111,5,28,5,57471.898,1,465,0,0,be1ea5efe8b7fda614948e00,23
34,68.111,5,28,5,57471.898,1,465,0,0,6cd5fcee759a8520c4f0253c,23
36,56.769,5,21,5,56985.475,1,438,0,0,edd64ce131af6e883ee231b3,24
15,41.231,4,9,6,60713.737,1,401,0,0,50a0c40fa9d3a56cb2077d44,18
32,24.045,4,27,1,60554.316,1,431,0,1,4d34c7b4a8e1fe266d20b9cb,26
33,103.167,5,25,2,67755.954,3,547,0,0,6eadd131e47b8d888e7727c4,26
43,78.647,6,28,5,63724.659,1,547,0,1,697ed3d0301eef6c3210af40,30
38,66.69,6,30,6,63881.451,1,512,0,1,dbf4d6eedd67bf336ea3ccb5,31
38,65.567,8,57,5,63682.507,1,490,0,1,3be122e1afde3d4b1ef74d22,31
38,66.833,6,28,5,64542.931,3,526,0,1,553ae375b7ce6a2ee8e582c4,30
39,65.067,6,30,6,63509.136,1,537,0,1,3c9b1eb66de1e0b217b54b8a,30
14,108.167,8,32,5,65959.7,3,619,0,1,9a55017423c343bc2fb96d33,22
14,57.833,2,26,1,68057.912,3,687,0,1,83876a18c069322004026f8e,13
30,45.393,6,71,1,64219.27,3,451,0,1,38d9d55898da9019d12dd658,28
44,51.21,7,50,5,60469.702,1,679,0,0,2cc3c8e8911152cf4c2fdf9a,19
33,38.532,9,43,4,64531.359,3,700,0,1,70805186a03bced0fb22134d,14
13,48.917,9,49,6,64785.723,3,722,0,1,1bf85b25b66e3bbda0a93490,15
15,48.917,9,49,7,64552.986,3,724,0,1,e6ee2fd2e30ee9512b11d117,15
31,39.167,6,22,4,65843.187,3,715,0,0,f696f3c25681c5f21b11d53f,13
92,44.343,8,72,6,60678.701,1,733,0,1,e3a7fd13a9bf2c4b29b97caf,16
53,51.213,6,52,6,62257.849,1,694,0,0,4cb8a10e3a6b82b772455b38,18
27,74.295,9,69,7,62002.537,1,711,0,1,5ce2637d87332748af31e583,18
19,41.875,5,37,1,64696.792,3,747,0,1,f44609187b52a673b01e36f4,19
15,123.4,7,50,5,61536.162,1,722,0,1,8cba4bb0969d6b9dac0457b7,16
37,90.882,6,47,6,63901.993,1,618,0,1,74c933fb1829985e9e82ea3a,13
21,142.364,6,37,5,66217.277,3,570,0,1,bf29b70258f2688008b93af2,12
23,73.438,7,42,4,66484.062,3,566,0,0,52f2ae1c7b7b12aaeb1e9765,12
25,67.889,8,56,7,66836.743,3,618,0,1,2527be1e3cb25aaa4afc8d5f,12
24,70.235,7,42,7,67226.076,3,607,0,1,7d4233d1126c28a394ec84f8,12
18,71.895,5,21,4,77812.586,3,304,0,1,aa40108b9f99270cc5effb45,5
12,68.778,8,31,7,72426.181,3,363,0,1,606ab0d032dcc4330f3dda8e,5
26,30.28,10,49,8,89924.01,2,273,0,1,4fc3161a780f4fb03a13fddf,4
99,48.236,8,29,9,81307.765,3,248,0,1,9cdd9dbf021dba052102629e,6
91,49.284,9,44,10,81393.371,3,273,0,1,0493024c996b6aab882fb500,6
80,49.415,10,41,8,82535.894,3,234,0,1,296e0510cad3b1ea2b201ad2,6
12,67.444,5,20,4,71600.585,3,359,0,0,c5c1272ca171f788b917e779,6
80,52.68,9,44,10,83078.711,3,273,0,1,d3e375aa67fa579fbabd63c3,4
93,47.359,8,29,8,83165.742,3,232,0,1,192aa374b1d5c39d373a71c3,6
8,76.0,8,27,7,73693.768,3,339,0,2,ac6ac336bdf9e12cc9fa5fbb,6
79,49.906,10,41,8,82535.894,3,232,0,1,c55bfc3520465ca3d22dd65f,6
94,48.678,9,44,10,80877.27,3,266,0,1,f3319ad243d123faf92213b5,6
24,48.353,2,2,8,77607.739,3,174,0,0,41d6803e924cb3fd8505bf3a,8
21,74.333,2,23,3,86826.125,2,159,0,1,2d400dea02a19cc971210b01,8
21,78.0,3,26,3,85809.906,2,161,0,1,b5515ef023d3dc06b45f1e49,7
14,63.75,4,19,4,80573.032,3,137,0,0,4ce10ce6605ef0b8441a3245,10
177,71.193,5,21,14,91295.62,2,117,0,1,a74481d6632f495ff403b896,8
63,37.508,5,22,11,79042.829,3,127,0,0,33fbfa832f2751d80bf5eb37,10
152,74.021,5,25,19,92921.148,2,143,0,1,e029a9bcda05194415948e81,8
74,43.49,8,44,13,86774.933,2,128,0,1,844a750e0e167da062685844,9
170,71.152,4,20,18,91381.842,2,124,0,1,d7fba28a5a748700eedfca44,9
54,63.812,3,24,3,88447.818,2,118,0,1,2ad32cc3a08bc4969d95de55,8
74,44.826,8,44,11,86967.796,2,124,0,1,1ab75b57e007bc50f33cbaab,9
76,33.398,6,31,14,85610.855,2,133,0,1,710586c63420c950ce04efb0,10
187,71.143,3,13,16,92145.466,2,126,0,1,8aebbd8e26c13bce4e5547df,9
170,71.152,4,20,17,91381.842,2,121,0,1,f850dbac432a6c3f79dbd267,9
186,70.921,3,13,11,90143.73,2,127,0,1,bb6ffd8ec6a761482bb97c3c,9
52,63.579,7,35,10,79661.052,3,204,0,1,4be2a8e2095c8cee2eb17e12,10
55,48.41,5,27,20,88742.208,2,156,0,1,dbf4d6eede14be336ea3cc88,10
44,56.659,6,32,10,79566.224,3,214,0,1,7c54c9d9fa5f88b7da2f285e,11
104,68.473,5,24,16,80767.372,3,208,0,1,d4034eb30c3aa1efc13644f2,10
56,47.5,5,27,20,88742.208,2,155,0,1,bff8fa7dea8106b9c8213d53,10
143,56.059,3,17,24,85359.51,2,187,0,1,53349ee346d44c772202624f,10
16,58.111,5,20,5,80573.032,3,148,0,0,6113ef77140d880d8f7727fa,10
79,66.623,6,32,12,80541.727,3,213,0,1,8e78ff09c8ba6e153586f4ad,11
39,28.622,5,29,11,78842.949,3,172,0,1,bd5046e803f4e558d62ce293,10
134,64.435,4,22,25,81451.321,3,224,0,0,cb73825cd21efc72028972c9,10
104,46.215,5,26,16,82967.595,3,182,0,2,11a84acdfef4f037e812e47c,10
41,37.191,4,21,17,85811.508,2,220,0,0,1a300918fb55ad86fe0eb07d,10
42,28.397,5,29,11,80189.322,3,168,0,1,f4a33da99d7387103010af78,10
133,54.181,3,16,26,83776.018,3,214,0,0,b560e6f78e7b803c2ab97c5a,9
64,82.624,6,33,14,84515.805,2,223,0,1,eb495117d8a68bef018972bf,11
47,34.515,4,21,16,84453.066,2,225,0,0,fd13a3f21792e7e3b1077d7c,10
130,62.627,4,25,23,81462.48,3,209,0,1,609163dac168034372455b66,10
120,58.674,3,23,15,82526.442,3,183,0,1,0381080a3c46c0002ad7ab72,10
42,42.517,5,27,8,86207.721,2,188,0,0,2712ecc57b9591aa2bb97c65,10
50,75.919,4,25,8,78798.179,3,286,0,1,083a55fa8a62e460246e9853,13
36,45.561,4,25,12,85458.025,2,284,0,2,060f5e5397dbacce081cc73b,11
23,106.882,5,30,6,80949.975,3,220,0,1,f57648ef1a22c4bb93114c45,11
45,55.025,7,41,11,80800.581,3,213,0,1,bbf684993a4fcc0d2bb97c20,11
29,40.739,4,25,4,84917.502,2,290,0,1,1e2d9ff5728620153310af5c,11
23,106.882,5,30,6,80949.975,3,220,0,1,ada00bdcab9560a288fc0694,11
46,52.941,7,39,12,80880.872,3,218,0,0,e8956d4c0f7bf6f515a190df,11
54,75.333,3,19,7,76804.302,3,283,0,1,4b3f5e53a4d0b9fa17948eea,12
33,44.376,4,25,4,85177.051,2,295,0,1,e802b5ee3ad02ae3c91b9571,11
31,54.962,3,14,5,69151.333,3,443,0,0,bba87388ccf928b9bda822f4,10
49,50.708,4,24,6,64918.209,3,526,0,0,161a0ed2823cf5495dd4fe93,10
30,56.0,3,14,5,69899.323,3,434,0,0,b7b98c2324e6c38ec9e33ca9,10
44,53.088,4,23,6,68122.039,3,448,0,0,6374895c5231804e0a5cb3a3,12
49,83.143,4,23,4,62858.48,1,649,0,1,ace2e9c0e80b07ae40ab9a1c,8
42,50.419,3,41,11,55629.34,1,985,0,1,94cce8da71f8cfe3f60e77d0,3
67,102.973,5,29,9,55717.293,1,969,0,1,00f1c7fbbe01c606c056ac3c,4
29,57.402,4,19,4,53994.876,1,731,0,0,c2d6931335301ac9203bf25b,6
39,72.458,3,22,13,59756.604,1,786,0,1,cb4fd1465001bc589d9d6872,6
47,84.5,2,12,11,56814.924,1,1014,0,1,cb4fd146451ecb589d9d6861,5
37,52.565,3,22,6,61590.042,1,764,0,1,924f12d6aaeee207cc06a418,7
56,105.393,4,29,9,61338.259,1,785,0,1,fc8b1fc37880e8aaa8059dd9,6
47,82.724,2,12,11,56805.589,1,1013,0,1,f994b5d70760e06f43afe6a8,5
50,87.929,2,12,12,58077.05,1,1007,0,1,78f505f6b6f076482cb96dd3,5
73,80.768,4,34,9,54935.902,1,1063,0,0,0595bb483678db2e1f38940b,6
46,86.706,2,12,8,53599.669,1,966,0,0,d6df91c136617e73f7b916ca,3
124,111.754,3,30,17,54664.209,1,920,0,0,44207646f3ec3b72dfee8bf3,6
89,114.81,3,24,18,53594.622,1,942,0,0,4f6892eee71ed091095cb39d,6
165,123.097,2,23,18,52862.006,1,961,0,0,c0b374fc804257ad4251c062,6
136,107.268,3,30,17,53739.415,1,925,0,0,788ebd7c61f5bcc06f476099,6
168,123.464,3,30,18,53362.344,1,949,0,0,aa18e1d5282fc0e217c8f6ec,6
98,161.695,4,26,14,55224.175,1,1058,0,0,b3bf8b75b267801bb75f1e71,6
61,78.431,3,18,4,54918.545,1,1036,0,0,480b24d0749114e89cec2b63,5
109,118.366,3,24,19,53342.428,1,952,0,0,34e4850896eaa4fbd9d891ed,6
42,195.922,4,12,3,53477.989,1,809,0,0,08f1f1f53189ced389db73af,7
35,77.262,2,27,7,52284.18,1,930,0,0,576de9e62e7b102d7402692d,5
124,130.363,3,24,19,54304.935,1,958,0,0,f96fee9170d08fc00f3ddae2,6
173,117.199,2,23,18,53375.506,1,972,0,0,7a1311176ee9a743100daa8c,6
198,125.983,2,15,11,50243.545,1,791,0,0,79f7bddc58dfeb7013293507,4
157,134.883,4,31,10,49700.366,1,793,0,0,77e918f0812cabd3f03cba9a,4
57,126.221,1,11,7,49438.288,1,787,0,0,b441d6c9157cf8d643e192db,4
267,102.785,3,31,21,51423.727,1,900,0,0,744384e74c371fd0f7b91630,5
40,150.203,6,50,9,51752.531,1,748,0,1,8204fc188bc953f9f503b88c,8
195,127.46,2,15,11,50243.545,1,783,0,0,53cebd502bc65d782b02e18e,4
218,91.573,3,31,23,52525.932,1,948,0,0,6267d07b741d57756ca3cc1b,6
192,91.853,4,32,23,52214.176,1,929,0,0,f07378d6555aee5cf4b91645,6
230,103.916,3,31,23,52315.99,1,931,0,0,78bd50f727f3ce4231870a06,6
171,94.286,3,24,23,52930.197,1,933,0,0,c47bd19d9eb40e6dadb22adb,6
95,104.411,5,27,15,51532.786,1,886,0,0,ec34bee2fbd5f895a8059daa,8
271,102.753,3,31,23,51780.762,1,920,0,0,02b1dae49791cee1c156ac90,6
76,126.131,5,27,15,52442.974,1,881,0,1,b99316a4d7957c56b13c81f2,8
199,84.654,3,31,20,52608.84,1,953,0,0,012c296a96dd47b05bf6be23,6
198,125.983,2,15,11,50243.545,1,791,0,0,9fc773148acc57d39e82ea23,4
